LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME
2,7.04,7.04,1,6.89,6.89,3,7.16,7.16,4,7.28,7.28,5,7.43,7.43
2,8.98,16.02,1,8.77,15.66,3,8.90,16.06,4,9.11,16.39,5,8.99,16.42
3,8.64,24.66,1,8.55,24.21,2,8.40,24.46,5,8.78,25.17,4,8.59,25.01
3,8.70,33.36,1,8.71,32.92,2,8.79,33.25,5,8.81,33.98,4,8.72,33.73
0,8.92,42.28,1,8.99,41.91,0,9.06,42.31,5,9.00,42.98,4,8.94,42.67
