Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME
2,12.893,12.893,3,12.943,12.943,1,12.617,12.617,4,13.192,13.192
1,9.427,22.319,3,9.488,22.431,2,9.785,22.402,4,9.526,22.718
2,9.573,31.892,3,9.493,31.924,1,9.191,31.593,4,9.556,32.274
1,9.413,41.305,3,9.508,41.431,2,9.785,41.378,4,9.254,41.528
2,9.497,50.802,3,9.458,50.889,1,9.304,50.682,4,9.595,51.123
2,9.464,1:00.266,3,9.470,1:00.360,1,9.546,1:00.228,4,9.538,1:00.661
1,9.410,1:09.676,3,9.368,1:09.728,2,9.466,1:09.694,4,9.398,1:10.059
3,9.704,1:19.380,2,9.615,1:19.342,1,9.518,1:19.212,4,9.635,1:19.694
3,9.912,1:29.292,2,9.909,1:29.252,1,10.029,1:29.241,4,9.937,1:29.631
