LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Jonathan GUILMETTE POSITION,Jonathan GUILMETTE LAP TIME,Jonathan GUILMETTE ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
2,14.150,14.150,4,14.753,14.753,1,14.029,14.029,3,14.269,14.269
2,10.181,24.331,4,10.118,24.870,1,10.186,24.214,3,10.070,24.338
3,10.178,34.508,4,9.953,34.823,1,9.999,34.213,2,9.880,34.218
3,10.223,44.730,4,10.098,44.920,1,10.035,44.248,2,10.084,44.302
3,9.623,54.353,4,9.539,54.459,1,9.728,53.975,2,9.886,54.187
2,9.438,1:03.791,3,9.549,1:04.007,4,10.034,1:04.009,1,9.424,1:03.611
4,9.445,1:13.236,3,9.051,1:13.058,1,8.856,1:12.865,2,9.323,1:12.933
3,9.320,1:22.555,4,9.649,1:22.706,1,9.384,1:22.249,2,9.363,1:22.296
2,9.18,1:31.735,4,9.55,1:32.248,3,9.50,1:31.746,1,9.40,1:31.693
