FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME
1,7.250,7.250,4,7.820,7.820,3,7.790,7.790,2,7.380,7.380
1,9.850,17.110,3,9.840,17.670,4,10.100,17.890,2,9.950,17.330
1,9.610,26.720,2,9.470,27.140,4,9.370,27.260,3,9.820,27.160
1,9.600,36.330,2,9.700,36.840,4,9.790,37.060,3,9.790,36.960
1,9.830,46.170,2,9.980,46.820,3,10.000,47.060,4,10.160,47.120
