SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME
1,6.43,6.43,4,7.02,7.02,2,6.59,6.59,3,6.96,6.96
1,8.59,15.02,3,8.82,15.84,2,8.83,15.42,4,8.93,15.89
1,8.16,23.18,3,8.19,24.03,2,8.22,23.64,4,8.28,24.17
1,8.66,31.84,3,8.39,32.42,2,8.72,32.36,4,8.33,32.50
1,8.92,40.751,0,,DQ,3,9.46,41.820,2,8.58,41.073
