Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME
1,6.89,6.89,2,6.99,6.99,3,7.17,7.17,4,7.34,7.34
1,8.98,15.87,2,9.02,16.01,3,8.94,16.11,4,8.93,16.27
1,8.51,24.38,2,8.46,24.47,3,8.46,24.57,4,8.62,24.89
1,8.47,32.85,2,8.53,33.00,3,8.52,33.09,4,8.70,33.59
1,8.68,41.53,2,8.66,41.66,3,8.69,41.763,4,9.00,42.563
