Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Mykyta SOKOLOV POSITION,Mykyta SOKOLOV LAP TIME,Mykyta SOKOLOV ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME
4,13.93,13.93,3,13.71,13.71,2,13.70,13.70,5,14.14,14.14,1,13.66,13.66
4,10.04,23.97,3,10.09,23.80,2,10.09,23.79,5,10.03,24.17,1,9.97,23.63
4,9.99,33.96,3,9.99,33.79,2,9.99,33.78,5,9.97,34.14,1,9.97,33.60
2,9.19,43.15,3,9.38,43.17,4,9.55,43.33,5,9.35,43.49,1,9.48,43.08
1,8.95,52.10,3,9.12,52.29,4,9.31,52.64,5,9.46,52.95,2,9.08,52.16
1,8.93,1:01.03,2,8.94,1:01.23,4,9.10,1:01.74,5,9.60,1:02.55,3,9.27,1:01.43
1,8.93,1:09.96,2,9.06,1:10.29,4,9.11,1:10.85,5,9.74,1:12.29,3,8.91,1:10.34
1,8.99,1:18.95,2,9.11,1:19.40,4,9.44,1:20.29,5,10.06,1:22.35,3,9.10,1:19.44
1,9.25,1:28.195,3,9.57,1:28.968,4,9.75,1:30.033,5,10.45,1:32.796,2,9.29,1:28.726
