LEE June Seo POSITION,LEE June Seo LAP TIME,LEE June Seo ELAPSED TIME,DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,PIERRE-GILLES Jordan POSITION,PIERRE-GILLES Jordan LAP TIME,PIERRE-GILLES Jordan ELAPSED TIME
2,6.70,6.70,1,6.62,6.62,3,6.81,6.81,4,6.91,6.91,5,7.14,7.14
2,8.72,15.42,1,8.69,15.31,3,8.72,15.53,4,8.71,15.62,5,8.64,15.78
2,8.29,23.71,1,8.25,23.56,5,8.48,24.01,3,8.14,23.76,4,8.13,23.91
2,8.25,31.96,1,8.34,31.90,5,8.60,32.61,3,8.48,32.24,4,8.45,32.36
2,8.59,40.55,1,8.56,40.46,5,8.80,41.418,3,8.41,40.65,4,8.60,40.965
