Guillaume MATHIEU POSITION,Guillaume MATHIEU LAP TIME,Guillaume MATHIEU ELAPSED TIME,Eric BEDARD POSITION,Eric BEDARD LAP TIME,Eric BEDARD ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Mike KOOREMAN POSITION,Mike KOOREMAN LAP TIME,Mike KOOREMAN ELAPSED TIME
2,14.058,14.058,1,13.866,13.866,3,14.280,14.280,4,14.329,14.329
3,10.675,24.732,1,10.538,24.404,4,10.658,24.937,2,10.083,24.412
3,9.884,34.616,1,9.945,34.349,4,9.793,34.730,2,10.074,34.485
3,9.809,44.424,2,9.999,44.347,4,9.912,44.642,1,9.652,44.137
3,9.491,53.914,2,9.442,53.788,4,9.865,54.507,1,9.493,53.630
3,9.091,1:03.005,2,9.119,1:02.907,4,8.588,1:03.095,1,9.180,1:02.809
3,9.274,1:12.278,2,9.248,1:12.154,4,9.252,1:12.347,1,9.175,1:11.984
4,9.419,1:21.697,2,9.387,1:21.541,3,9.300,1:21.647,1,9.485,1:21.469
4,9.95,1:31.643,1,9.67,1:31.203,3,9.83,1:31.471,2,9.89,1:31.358
