FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Nurlibek BEISEEV POSITION,Nurlibek BEISEEV LAP TIME,Nurlibek BEISEEV ELAPSED TIME,Brandon KIM POSITION,Brandon KIM LAP TIME,Brandon KIM ELAPSED TIME,LIN Chun-Chieh POSITION,LIN Chun-Chieh LAP TIME,LIN Chun-Chieh ELAPSED TIME,Luca LOEFFLER POSITION,Luca LOEFFLER LAP TIME,Luca LOEFFLER ELAPSED TIME
1,13.88,13.88,5,14.23,14.23,4,14.08,14.08,2,13.94,13.94,3,13.96,13.96
1,10.60,24.48,5,10.63,24.86,4,10.63,24.71,2,10.68,24.62,3,10.72,24.68
1,9.95,34.43,5,9.95,34.81,4,10.02,34.73,3,10.02,34.64,2,9.86,34.54
1,10.05,44.48,4,9.93,44.74,3,9.92,44.65,5,10.26,44.90,2,10.00,44.54
1,9.95,54.43,4,10.01,54.75,3,9.99,54.64,5,9.97,54.87,2,10.00,54.54
1,9.73,1:04.16,4,9.74,1:04.49,3,9.74,1:04.38,5,9.76,1:04.63,2,9.75,1:04.29
1,9.25,1:13.41,4,9.27,1:13.76,2,9.16,1:13.54,5,9.30,1:13.93,3,9.45,1:13.74
1,9.12,1:22.53,3,8.97,1:22.73,2,9.10,1:22.64,5,9.40,1:23.33,4,9.45,1:23.19
1,9.15,1:31.68,3,9.42,1:32.137,2,9.24,1:31.88,5,9.68,1:32.983,4,9.70,1:32.864
