PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Adam CALLISTER POSITION,Adam CALLISTER LAP TIME,Adam CALLISTER ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,TREACY Niall POSITION,TREACY Niall LAP TIME,TREACY Niall ELAPSED TIME
4,13.55,,2,13.33,13.33,1,13.22,,3,13.45,13.45,5,13.64,13.64
4,9.79,,2,9.80,23.13,1,9.79,,3,9.73,23.18,5,9.77,23.41
4,9.11,,2,9.20,32.33,1,9.24,,2,9.15,32.33,5,9.16,32.57
4,9.07,,3,9.08,41.41,2,9.05,,1,8.84,41.17,5,9.06,41.63
4,8.91,,3,8.91,50.32,2,8.94,,1,8.97,50.14,5,8.92,50.55
4,8.96,,3,8.91,59.23,2,8.87,,1,8.90,59.04,5,8.98,59.53
4,9.03,,3,9.07,1:08.30,2,9.06,,1,9.06,1:08.10,5,9.03,1:08.56
4,9.21,,2,9.17,1:17.47,3,9.42,,1,9.18,1:17.28,5,9.30,1:17.86
5,27.15,,2,9.50,1:26.97,4,9.94,,1,9.63,1:26.91,3,9.56,1:27.42
