SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME
3,13.078,13.078,2,12.862,12.862,1,12.699,12.699,4,13.339,13.339
3,9.199,22.277,2,9.412,22.274,1,9.508,22.206,4,9.252,22.591
2,9.521,31.798,1,9.480,31.753,4,9.969,32.175,3,9.500,32.090
2,9.727,41.524,1,9.641,41.394,4,9.570,41.745,3,9.536,41.625
2,9.658,51.182,1,9.769,51.162,4,9.815,51.559,3,9.904,51.529
2,9.591,1:00.773,1,9.486,1:00.647,3,9.416,1:00.975,4,9.662,1:01.190
2,9.391,1:10.163,1,9.342,1:09.989,3,9.373,1:10.347,4,9.415,1:10.604
2,9.279,1:19.442,1,9.211,1:19.200,3,9.329,1:19.676,4,9.938,1:20.542
2,9.45,1:28.886,1,9.43,1:28.625,3,9.65,1:29.325,4,10.24,1:30.782
