Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
2,7.30,7.30,1,7.12,7.12,3,7.38,7.38,4,7.49,7.49
2,9.19,16.49,1,9.19,16.31,3,9.28,16.66,4,9.26,16.75
2,8.74,25.23,1,8.76,25.07,3,8.74,25.40,4,8.76,25.51
2,8.85,34.08,1,8.88,33.95,3,8.77,34.17,4,8.79,34.30
2,9.11,43.184,1,9.16,43.111,4,9.14,43.303,3,8.99,43.285
