Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME,Denali BLUNDEN POSITION,Denali BLUNDEN LAP TIME,Denali BLUNDEN ELAPSED TIME,KHALIL Khairil Ridhwan POSITION,KHALIL Khairil Ridhwan LAP TIME,KHALIL Khairil Ridhwan ELAPSED TIME,MURPHY Peter POSITION,MURPHY Peter LAP TIME,MURPHY Peter ELAPSED TIME,Gabriel VOLET POSITION,Gabriel VOLET LAP TIME,Gabriel VOLET ELAPSED TIME
2,13.75,13.75,1,13.66,13.66,5,14.06,14.06,3,13.86,13.86,4,13.88,13.88
3,10.34,24.09,2,10.42,24.08,5,10.28,24.34,1,10.10,23.96,4,10.39,24.27
3,10.10,34.19,2,9.93,34.01,5,10.08,34.42,1,9.93,33.89,4,10.04,34.31
3,9.67,43.86,2,9.74,43.75,5,9.69,44.11,1,9.72,43.61,4,9.63,43.94
3,9.51,53.37,2,9.51,53.26,5,9.76,53.87,1,9.54,53.15,4,9.55,53.49
3,9.47,1:02.84,2,9.46,1:02.72,5,9.81,1:03.68,1,9.47,1:02.62,4,9.43,1:02.92
3,9.65,1:12.49,2,9.48,1:12.20,5,10.48,1:14.16,1,9.47,1:12.09,4,9.69,1:12.61
4,9.97,1:22.46,2,9.64,1:21.84,5,11.12,1:25.28,1,9.69,1:21.78,3,9.61,1:22.22
4,10.31,1:32.77,2,9.94,1:31.78,5,11.53,1:36.81,1,9.89,1:31.67,3,9.61,1:31.83
