Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME
1,6.90,6.90,3,7.15,7.15,2,7.01,7.01,4,7.33,7.33
1,9.17,16.07,3,9.23,16.38,2,9.26,16.27,4,9.27,16.60
1,8.66,24.73,3,8.74,25.12,2,8.77,25.04,4,8.92,25.52
1,8.79,33.52,3,8.78,33.90,2,8.84,33.88,4,9.20,34.72
1,9.02,42.535,2,8.87,42.764,3,9.23,43.109,4,9.63,44.347
