Krystian ZDROJKOWSKI POSITION,Krystian ZDROJKOWSKI LAP TIME,Krystian ZDROJKOWSKI ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME
3,7.239,7.239,1,6.945,6.945,2,7.050,7.050,4,7.289,7.289
4,9.529,16.767,1,9.174,16.119,2,9.311,16.360,3,9.468,16.756
4,8.972,25.739,1,9.063,25.181,2,9.084,25.444,3,8.841,25.596
4,9.017,34.756,1,9.103,34.283,2,9.120,34.564,3,9.144,34.740
3,9.37,44.123,1,9.40,43.674,2,9.48,44.041,4,9.50,44.237
