CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,GOEMINNE Gert-Jan POSITION,GOEMINNE Gert-Jan LAP TIME,GOEMINNE Gert-Jan ELAPSED TIME,Sebastian CANO POSITION,Sebastian CANO LAP TIME,Sebastian CANO ELAPSED TIME,Daniel ZASTRUGOV POSITION,Daniel ZASTRUGOV LAP TIME,Daniel ZASTRUGOV ELAPSED TIME
2,7.08,7.08,1,6.92,6.92,3,7.18,7.18,4,7.29,7.29,5,8.19,8.19
2,8.83,15.91,1,8.86,15.78,3,8.85,16.03,4,9.04,16.33,5,9.71,17.90
2,8.40,24.31,1,8.44,24.22,3,8.42,24.45,4,8.66,24.99,5,9.18,27.08
2,8.48,32.79,1,8.49,32.71,3,8.48,32.93,4,8.87,33.86,5,9.37,36.45
2,8.69,41.48,1,8.73,41.44,3,8.66,41.59,4,9.46,43.316,5,9.78,46.227
