Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,KRUZBERGS Roberts POSITION,KRUZBERGS Roberts LAP TIME,KRUZBERGS Roberts ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,Aleksandr ZHERMANOV POSITION,Aleksandr ZHERMANOV LAP TIME,Aleksandr ZHERMANOV ELAPSED TIME
1,7.09,7.09,2,7.24,7.24,3,7.32,7.32,4,7.43,7.43,5,7.61,7.61
1,9.02,16.11,2,8.89,16.13,3,8.97,16.29,4,8.97,16.40,5,9.06,16.67
2,8.69,24.80,1,8.54,24.67,5,14.66,30.95,3,8.78,25.18,4,9.06,25.73
2,8.57,33.37,1,8.58,33.25,5,12.80,43.75,3,8.79,33.97,4,9.16,34.89
1,8.71,42.08,2,9.01,42.26,5,9.68,53.436,3,8.95,42.921,4,9.22,44.117
