Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME
1,6.66,6.66,2,6.86,6.86,4,7.15,7.15,3,7.00,7.00,5,7.26,7.26
1,8.74,15.40,2,8.73,15.59,4,8.66,15.81,3,8.69,15.69,5,8.73,15.99
1,8.30,23.70,2,8.26,23.85,3,8.12,23.93,4,8.25,23.94,5,8.16,24.15
1,8.39,32.09,2,8.34,32.19,3,8.38,32.31,4,8.45,32.39,5,8.38,32.53
1,8.56,40.65,2,8.52,40.71,3,8.50,40.81,4,8.54,40.938,5,8.49,41.027
