Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Alexis YANG POSITION,Alexis YANG LAP TIME,Alexis YANG ELAPSED TIME
1,6.86,6.86,2,6.96,6.96,3,7.08,7.08,4,7.47,7.47,5,7.55,7.55
1,8.98,15.84,2,9.05,16.01,3,9.06,16.14,4,8.91,16.38,5,15.89,23.44
1,8.47,24.31,2,8.61,24.62,3,8.58,24.72,4,8.41,24.79,5,16.01,39.45
1,8.56,32.87,4,9.30,33.92,3,8.91,33.63,2,8.63,33.42,5,11.69,51.14
1,8.78,41.649,3,9.73,43.647,0,,PEN,2,8.90,42.320,4,11.32,1:02.454
