BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME
1,6.91,6.91,2,7.10,7.10,3,7.35,7.35,4,7.47,7.47
1,9.05,15.96,2,8.95,16.05,3,9.27,16.62,4,16.45,23.92
1,8.54,24.50,2,8.56,24.61,3,8.92,25.54,4,20.31,44.23
1,8.60,33.10,2,8.51,33.12,3,8.95,34.49,4,12.75,56.98
2,8.92,42.015,1,8.81,41.925,3,9.19,43.681,4,11.23,1:08.203
