HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME
2,12.65,12.65,1,12.59,12.59,3,12.72,12.72,5,13.13,13.13,4,12.93,12.93
1,9.38,22.03,2,9.56,22.15,3,9.54,22.26,5,9.32,22.45,4,9.39,22.33
2,9.30,31.33,1,9.16,31.31,3,9.25,31.52,5,13.35,35.80,4,9.28,31.61
1,9.14,40.48,2,9.23,40.54,3,9.26,40.78,5,5.38,41.19,4,9.22,40.84
2,9.08,49.56,1,9.00,49.54,3,8.99,49.77,5,8.78,49.97,4,8.94,49.78
1,9.14,58.70,2,9.19,58.74,5,9.15,58.93,3,8.79,58.77,4,9.02,58.81
2,9.18,1:07.89,1,9.05,1:07.79,4,9.25,1:08.19,5,10.25,1:09.03,3,9.07,1:07.89
3,9.01,1:16.90,4,9.30,1:17.09,5,8.97,1:17.16,1,7.64,1:16.67,2,8.86,1:16.75
2,9.05,1:25.947,4,9.31,1:26.393,5,9.39,1:26.544,3,9.67,1:26.337,1,9.16,1:25.901
