Alexander BUBNOV POSITION,Alexander BUBNOV LAP TIME,Alexander BUBNOV ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Tomass BAKEVICS POSITION,Tomass BAKEVICS LAP TIME,Tomass BAKEVICS ELAPSED TIME,WOLFGANG Matthias POSITION,WOLFGANG Matthias LAP TIME,WOLFGANG Matthias ELAPSED TIME
2,14.46,14.46,1,14.35,14.35,3,14.55,14.55,4,14.65,14.65,5,14.78,14.78
2,11.54,26.00,1,11.54,25.89,3,11.53,26.08,5,11.61,26.26,4,11.43,26.21
2,10.75,36.75,1,10.76,36.65,3,10.77,36.85,4,10.77,37.03,5,11.13,37.34
2,9.97,46.72,1,9.97,46.62,3,9.93,46.78,4,10.00,47.03,5,10.35,47.69
2,9.54,56.26,1,9.55,56.17,3,9.56,56.34,4,9.76,56.79,5,10.72,58.41
1,9.08,1:05.34,2,9.24,1:05.41,3,9.18,1:05.52,4,10.34,1:07.13,5,11.26,1:09.67
1,9.14,1:14.48,2,9.12,1:14.53,3,9.07,1:14.59,4,10.71,1:17.84,5,11.47,1:21.14
3,9.37,1:23.85,1,9.28,1:23.81,2,9.25,1:23.84,4,11.37,1:29.21,5,11.61,1:32.75
3,9.72,1:33.562,2,9.58,1:33.390,1,9.25,1:33.082,4,11.71,1:40.914,5,11.85,1:44.596
