BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME,Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME
1,7.07,7.07,3,7.22,7.22,2,7.20,7.20
1,9.42,16.49,3,9.69,16.91,2,9.57,16.77
1,8.85,25.34,3,9.09,26.00,2,9.11,25.88
1,8.94,34.28,2,9.01,35.01,3,9.24,35.12
1,9.31,43.582,2,9.54,44.542,3,9.47,44.584
