ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,Yuka KAMINO POSITION,Yuka KAMINO LAP TIME,Yuka KAMINO ELAPSED TIME,Mary GRACE POSITION,Mary GRACE LAP TIME,Mary GRACE ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME
1,13.460,13.460,2,13.550,13.550,4,13.750,13.750,3,13.630,13.630
2,9.690,23.150,1,9.540,23.100,4,9.820,23.580,3,9.720,23.350
1,9.770,32.920,3,9.990,33.090,4,9.780,33.360,2,9.690,33.050
1,9.910,42.830,3,9.900,42.990,4,10.020,43.390,2,9.880,42.940
1,10.110,52.950,3,10.160,53.160,4,10.040,53.430,2,10.180,53.130
1,10.000,1:02.950,3,9.900,1:03.060,4,10.080,1:03.510,2,9.900,1:03.030
2,9.820,1:12.780,3,9.970,1:13.030,4,10.250,1:13.770,1,9.710,1:12.740
1,9.870,1:22.650,3,10.630,1:23.660,4,10.590,1:24.360,2,10.120,1:22.870
1,10.210,1:32.870,3,11.300,1:34.960,4,10.640,1:35.010,2,10.250,1:33.120
