Mikhail-Jeonghan CHOI POSITION,Mikhail-Jeonghan CHOI LAP TIME,Mikhail-Jeonghan CHOI ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
1,6.88,6.88,2,7.20,7.20,4,7.38,7.38,3,7.37,7.37
1,9.21,16.09,3,9.18,16.38,4,9.10,16.48,2,8.89,16.26
1,8.79,24.88,3,8.73,25.11,4,8.65,25.13,2,8.84,25.10
1,9.01,33.89,4,9.14,34.25,2,8.82,33.95,3,9.07,34.17
1,9.10,42.982,4,9.16,43.407,2,9.08,43.021,3,9.22,43.389
