Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,MA Qiang POSITION,MA Qiang LAP TIME,MA Qiang ELAPSED TIME
1,7.50,7.50,2,7.85,7.85,4,7.95,7.95,3,7.89,7.89
1,8.21,15.71,4,29.95,37.80,3,8.39,16.34,2,8.29,16.18
1,8.95,24.66,4,15.74,53.54,3,8.80,25.14,2,8.79,24.97
1,8.65,33.31,4,12.52,1:06.06,3,8.53,33.67,2,8.60,33.57
1,8.94,42.249,4,12.57,1:18.628,3,9.16,42.821,2,9.03,42.593
