van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME
3,15.72,15.72,2,15.61,15.61,1,15.51,15.51,4,15.82,15.82
3,12.38,28.10,1,12.41,28.02,2,12.57,28.08,4,12.48,28.30
3,10.79,38.89,2,10.76,38.78,1,10.58,38.66,4,10.69,38.99
3,10.31,49.20,2,10.31,49.09,1,10.34,49.00,4,10.27,49.26
3,10.13,59.33,1,10.07,59.16,2,10.27,59.27,4,10.18,59.44
3,9.82,1:09.15,1,9.83,1:08.99,2,9.80,1:09.07,4,9.81,1:09.25
3,9.75,1:18.90,2,9.79,1:18.78,1,9.67,1:18.74,4,9.72,1:18.97
4,9.66,1:28.56,3,9.70,1:28.48,1,9.55,1:28.29,2,9.50,1:28.47
3,9.56,1:38.112,4,9.83,1:38.302,1,9.66,1:37.947,2,9.56,1:38.024
