LEE Suyoun POSITION,LEE Suyoun LAP TIME,LEE Suyoun ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,Geneve BELANGER POSITION,Geneve BELANGER LAP TIME,Geneve BELANGER ELAPSED TIME
3,7.84,7.84,1,7.60,7.60,2,7.71,,4,7.99,7.99
3,9.54,17.38,1,9.54,17.14,2,9.52,,4,9.57,17.56
3,9.06,26.44,1,9.14,26.28,2,9.14,,4,9.01,26.57
3,9.15,35.59,1,9.20,35.48,2,9.17,,4,9.19,35.76
2,9.36,44.95,1,9.38,44.86,4,10.10,,3,9.42,45.163
