Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME
2,13.94,13.94,4,14.19,14.19,3,13.96,13.96,1,13.81,13.81
3,10.05,23.99,4,10.03,24.22,1,9.83,23.79,2,10.09,23.90
3,9.99,33.98,4,9.92,34.14,1,10.08,33.87,2,10.08,33.98
1,9.33,43.31,4,9.45,43.59,2,9.52,43.39,3,9.51,43.49
1,9.76,53.07,4,9.79,53.38,2,9.79,53.18,3,9.80,53.29
1,9.80,1:02.87,4,9.88,1:03.26,2,9.78,1:02.96,3,9.79,1:03.08
1,9.61,1:12.48,4,9.51,1:12.77,3,9.71,1:12.67,2,9.56,1:12.64
1,9.35,1:21.83,4,9.64,1:22.41,3,9.61,1:22.28,2,9.29,1:21.93
1,9.56,1:31.384,4,9.70,1:32.109,3,9.62,1:31.899,2,9.51,1:31.438
