Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Serge PLANCHER POSITION,Serge PLANCHER LAP TIME,Serge PLANCHER ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
1,6.840,6.840,2,6.910,6.910,3,6.910,6.910,4,7.180,7.180
1,9.170,16.020,2,9.150,16.070,3,9.160,16.080,4,8.940,16.130
1,8.670,24.690,2,8.620,24.690,4,8.680,24.760,3,8.620,24.750
1,8.780,33.470,2,8.870,33.570,4,8.930,33.690,3,8.890,33.650
1,9.320,42.790,3,10.540,44.110,2,9.280,42.980,4,13.870,47.520
