Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Tunde BALAZS POSITION,Tunde BALAZS LAP TIME,Tunde BALAZS ELAPSED TIME
4,13.98,13.98,1,13.49,13.49,2,13.49,13.49,3,13.83,13.83
3,10.06,24.04,1,10.38,23.87,2,10.45,23.94,4,10.26,24.09
3,10.22,34.26,2,10.26,34.13,1,10.18,34.12,4,10.28,34.37
3,9.91,44.17,2,9.93,44.06,1,9.88,44.00,4,9.92,44.29
3,10.13,54.30,1,10.07,54.13,2,10.17,54.17,4,10.20,54.49
3,9.88,1:04.18,1,9.86,1:03.99,2,9.90,1:04.07,4,10.08,1:04.57
3,9.83,1:14.01,1,9.81,1:13.80,2,9.75,1:13.82,4,10.29,1:14.86
3,9.66,1:23.67,2,9.77,1:23.57,1,9.46,1:23.28,4,10.72,1:25.58
3,9.76,1:33.427,2,9.77,1:33.339,1,9.91,1:33.188,4,11.16,1:36.737
