LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Thibault CROLET POSITION,Thibault CROLET LAP TIME,Thibault CROLET ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME
2,7.11,7.11,1,6.98,6.98,4,7.36,7.36,3,7.23,7.23
2,8.87,15.98,1,8.88,15.86,4,9.01,16.37,3,8.86,16.09
2,8.45,24.43,1,8.49,24.35,4,8.56,24.93,3,8.50,24.59
2,8.61,33.04,1,8.59,32.94,4,8.76,33.69,3,8.57,33.16
2,8.89,41.929,1,8.78,41.714,4,9.15,42.834,3,8.85,42.001
