Dmitry MYASNIKOV POSITION,Dmitry MYASNIKOV LAP TIME,Dmitry MYASNIKOV ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME
1,6.88,6.88,2,7.07,7.07,3,7.25,7.25,4,7.42,7.42
1,9.00,15.88,2,9.17,16.24,3,9.10,16.35,4,9.02,16.44
1,8.55,24.43,2,8.61,24.85,4,8.69,25.04,3,8.50,24.94
1,8.75,33.18,2,8.76,33.61,4,8.75,33.79,3,8.76,33.70
1,9.07,42.243,2,8.91,42.514,4,8.89,42.677,3,8.87,42.569
