Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME,Benjamin THORNOCK POSITION,Benjamin THORNOCK LAP TIME,Benjamin THORNOCK ELAPSED TIME,KOIKE Katsunori POSITION,KOIKE Katsunori LAP TIME,KOIKE Katsunori ELAPSED TIME,NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,DJORDJEVIC Jovan POSITION,DJORDJEVIC Jovan LAP TIME,DJORDJEVIC Jovan ELAPSED TIME
1,6.73,6.73,2,7.07,7.07,3,7.20,7.20,4,7.51,7.51,5,7.76,7.76
1,8.73,15.46,2,9.06,16.13,2,8.93,16.13,4,9.17,16.68,5,9.78,17.54
1,8.46,23.92,2,8.53,24.66,3,8.58,24.71,4,8.88,25.56,5,9.81,27.35
1,8.57,32.49,3,9.02,33.68,2,8.73,33.44,4,9.07,34.63,5,9.88,37.23
1,8.95,41.44,3,9.28,42.952,2,8.94,42.38,4,9.20,43.83,5,10.00,47.23
