Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Liam McFARLANE POSITION,Liam McFARLANE LAP TIME,Liam McFARLANE ELAPSED TIME
4,12.61,12.61,3,12.43,12.43,1,12.35,12.35,2,12.38,12.38
4,9.67,22.28,3,9.77,22.20,1,9.67,22.02,2,9.72,22.10
4,9.58,31.86,1,9.31,31.51,2,9.62,31.64,3,9.60,31.70
3,8.85,40.71,2,9.07,40.58,4,9.07,40.71,1,8.76,40.46
3,8.71,49.42,2,8.83,49.41,4,8.86,49.57,1,8.84,49.30
4,9.06,58.48,2,8.88,58.29,3,8.84,58.41,1,8.82,58.12
3,8.77,1:07.25,2,8.88,1:07.17,4,8.86,1:07.27,1,8.93,1:07.05
3,9.15,1:16.40,1,9.16,1:16.33,4,9.26,1:16.53,2,9.28,1:16.33
2,9.00,1:25.394,1,9.04,1:25.364,3,9.21,1:25.739,4,9.47,1:25.791
