Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Zsolt Istvan PATAKI POSITION,Zsolt Istvan PATAKI LAP TIME,Zsolt Istvan PATAKI ELAPSED TIME,Adam KOVACS POSITION,Adam KOVACS LAP TIME,Adam KOVACS ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME
1,12.152,12.152,2,12.563,12.563,4,13.328,13.328,3,13.217,13.217,5,13.350,13.350
1,9.518,21.670,2,9.741,22.303,3,9.619,22.946,5,9.933,23.150,4,9.602,22.951
2,10.289,31.958,1,9.598,31.901,3,9.383,32.329,5,9.592,32.742,4,9.627,32.578
1,9.687,41.645,2,9.883,41.784,4,9.689,42.017,5,9.963,42.704,3,9.418,41.995
2,10.426,52.070,1,10.285,52.068,4,10.185,52.202,5,10.169,52.872,3,10.080,52.074
4,10.439,1:02.509,3,10.221,1:02.289,2,9.987,1:02.188,5,10.360,1:03.232,1,9.961,1:02.035
3,10.211,1:12.720,4,10.668,1:12.956,2,9.600,1:11.788,5,10.536,1:13.768,1,9.510,1:11.545
3,10.405,1:23.124,4,10.587,1:23.543,2,9.901,1:21.689,5,10.465,1:24.232,1,9.392,1:20.937
3,10.59,1:33.705,4,10.61,1:34.145,2,10.55,1:32.239,5,10.94,1:35.166,1,10.41,1:31.347
