Ben SOUTHEE POSITION,Ben SOUTHEE LAP TIME,Ben SOUTHEE ELAPSED TIME,Arno JASPERS POSITION,Arno JASPERS LAP TIME,Arno JASPERS ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME
0,13.267,13.267,0,13.465,13.465,0,13.284,13.284,0,13.469,13.469
0,9.619,22.885,0,9.464,22.929,0,9.424,22.708,0,9.396,22.866
0,9.513,32.398,0,9.531,32.460,0,9.710,32.418,0,9.473,32.339
0,9.509,41.907,0,9.475,41.935,0,9.474,41.892,0,9.547,41.886
0,20.831,1:02.738,0,9.764,51.699,0,9.811,51.703,0,9.761,51.647
0,12.612,1:15.350,0,10.043,1:01.742,0,9.959,1:01.662,0,9.960,1:01.606
0,11.752,1:27.102,0,10.239,1:11.981,0,9.355,1:11.017,0,9.874,1:11.480
0,11.704,1:38.806,0,10.564,1:22.546,0,9.573,1:20.591,0,10.080,1:21.560
0,11.196,1:50.002,0,10.786,1:33.331,0,10.717,1:31.307,0,10.720,1:32.280
