BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,Tereza PFEIFEROVA POSITION,Tereza PFEIFEROVA LAP TIME,Tereza PFEIFEROVA ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,KIM Ye Jin POSITION,KIM Ye Jin LAP TIME,KIM Ye Jin ELAPSED TIME
1,7.34,7.34,3,7.73,7.73,4,7.91,7.91,2,7.65,7.65
1,9.32,16.66,3,9.62,17.35,4,9.63,17.54,2,9.29,16.94
1,8.83,25.49,3,9.09,26.44,4,9.21,26.75,2,8.87,25.81
1,9.03,34.52,3,9.35,35.79,4,9.40,36.15,2,9.02,34.83
1,9.19,43.71,3,9.58,45.37,4,9.67,45.82,2,9.26,44.09
