Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME
2,7.14,7.14,3,7.38,7.38,1,6.92,6.92,4,7.55,7.55
2,9.04,16.18,3,9.97,17.35,1,9.20,16.12,4,15.99,23.54
1,8.54,24.72,3,9.36,26.71,2,8.91,25.03,4,16.27,39.81
1,8.63,33.35,3,9.25,35.96,2,8.96,33.99,4,11.88,51.69
1,8.74,42.085,3,9.38,45.332,2,9.15,43.131,4,10.83,1:02.513
