Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Lauge Hye LANGKJER POSITION,Lauge Hye LANGKJER LAP TIME,Lauge Hye LANGKJER ELAPSED TIME,Mikael MESSING POSITION,Mikael MESSING LAP TIME,Mikael MESSING ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME
2,13.997,13.997,1,13.946,13.946,5,14.373,14.373,4,14.202,14.202,3,14.082,14.082
1,11.290,25.287,2,11.398,25.344,5,11.342,25.714,3,11.206,25.408,4,11.524,25.605
3,11.351,36.637,1,11.074,36.417,5,11.179,36.892,4,11.467,36.875,2,10.836,36.440
1,9.886,46.523,3,10.239,46.655,5,10.354,47.246,4,10.021,46.895,2,10.158,46.598
1,9.909,56.432,2,9.905,56.560,5,10.159,57.405,4,9.901,56.795,3,9.964,56.562
1,9.957,1:06.389,2,9.880,1:06.439,5,10.439,1:07.843,4,9.898,1:06.693,3,9.881,1:06.442
1,9.483,1:15.872,2,9.459,1:15.898,5,10.889,1:18.731,4,9.702,1:16.394,3,9.460,1:15.901
1,9.217,1:25.088,3,9.376,1:25.274,5,11.250,1:29.981,4,10.469,1:26.862,2,9.309,1:25.210
2,9.62,1:34.705,3,9.82,1:35.089,5,11.91,1:41.882,4,10.87,1:37.728,1,9.38,1:34.586
