Matthias STELZMUELLER POSITION,Matthias STELZMUELLER LAP TIME,Matthias STELZMUELLER ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME
4,7.48,7.48,2,7.01,7.01,1,6.86,6.86,3,7.16,7.16
4,9.57,17.05,2,9.11,16.12,1,9.14,16.00,3,9.19,16.35
4,9.32,26.37,2,8.91,25.03,1,8.87,24.87,3,8.71,25.06
4,9.42,35.79,3,9.37,34.40,1,9.25,34.12,2,9.25,34.31
4,9.96,45.744,3,9.42,43.812,1,9.43,43.549,2,9.35,43.652
