Ellen WIEGERS POSITION,Ellen WIEGERS LAP TIME,Ellen WIEGERS ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME
0,,,0,15.070,15.070,0,14.631,14.631,0,17.035,17.035
0,,,0,10.554,25.624,0,,,0,9.127,26.162
0,,40.080,0,10.057,35.681,0,,,0,9.476,35.638
0,5.447,45.527,0,10.284,45.965,0,,45.240,0,9.841,45.480
0,10.011,55.538,0,9.659,55.624,0,10.152,55.392,0,9.978,55.458
0,10.199,1:05.736,0,10.234,1:05.858,0,10.096,1:05.487,0,10.030,1:05.488
0,10.085,1:15.822,0,10.128,1:15.986,0,10.024,1:15.511,0,10.127,1:15.615
0,10.219,1:26.041,0,10.180,1:26.166,0,10.253,1:25.763,0,10.503,1:26.118
0,,,0,,,0,,,0,,
