LEE So Youn POSITION,LEE So Youn LAP TIME,LEE So Youn ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME
3,7.67,7.67,1,7.35,7.35,2,7.52,7.52,4,7.88,7.88
3,9.53,17.20,1,9.56,16.91,2,9.52,17.04,4,9.80,17.68
3,9.02,26.22,1,9.05,25.96,2,9.07,26.11,4,9.47,27.15
3,9.17,35.39,1,9.15,35.11,2,9.17,35.28,4,9.64,36.79
2,9.18,44.561,1,9.29,44.392,3,9.35,44.624,4,9.99,46.777
