Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
1,6.84,6.84,2,6.99,6.99,3,7.18,7.18,4,7.40,7.40
1,9.24,16.09,2,9.30,16.29,3,9.32,16.51,4,9.32,16.72
1,8.93,25.02,2,8.94,25.24,3,8.95,25.46,4,8.92,25.65
1,9.11,34.13,2,8.94,34.18,3,8.92,34.38,4,9.03,34.69
1,9.27,43.397,2,9.27,43.442,3,9.30,43.681,4,9.26,43.947
