WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME
1,6.88,6.88,2,7.10,7.10,5,7.95,7.95,4,7.57,7.57,3,7.25,7.25
1,8.81,15.69,2,8.91,16.01,5,8.98,16.93,4,8.92,16.49,3,9.03,16.28
1,8.36,24.05,2,8.39,24.40,5,8.48,25.41,4,8.42,24.91,3,8.52,24.80
1,8.49,32.54,2,8.43,32.83,4,8.60,34.01,3,8.70,33.61,5,23.39,48.19
1,8.81,41.35,2,8.72,41.55,3,8.64,42.65,4,9.12,42.73,5,13.40,1:01.560
