Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME
1,7.14,7.14,2,7.35,7.35,3,7.46,7.46,4,7.64,7.64,5,7.73,7.73
1,9.33,16.47,2,9.21,16.56,3,9.24,16.70,4,9.20,16.84,5,9.23,16.96
1,8.73,25.20,2,8.76,25.32,3,8.72,25.42,4,8.73,25.57,5,8.70,25.66
1,8.82,34.02,2,8.86,34.18,3,8.83,34.25,4,8.81,34.38,5,8.81,34.47
1,9.24,43.240,3,,43.375,2,9.10,43.340,4,,43.378,5,9.02,43.471
