CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME
3,7.60,7.60,1,7.19,7.19,2,7.31,7.31,4,7.63,7.63
3,9.31,16.91,1,9.46,16.65,2,9.43,16.74,4,9.40,17.03
3,8.68,25.59,1,8.75,25.40,2,8.76,25.50,4,8.73,25.76
4,9.21,34.80,1,8.96,34.36,2,9.11,34.61,3,8.97,34.73
2,9.59,44.384,1,9.27,43.622,0,,PEN,3,9.77,44.500
