UZAKOVA Mariia-Mahdalyna POSITION,UZAKOVA Mariia-Mahdalyna LAP TIME,UZAKOVA Mariia-Mahdalyna ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,DAUDET Gwendoline POSITION,DAUDET Gwendoline LAP TIME,DAUDET Gwendoline ELAPSED TIME
4,14.68,14.68,1,14.25,14.25,2,14.39,14.39,3,14.57,14.57,5,14.80,14.80
4,11.22,25.90,2,11.42,25.67,3,11.35,25.74,1,11.09,25.66,5,11.20,26.00
5,10.63,36.53,1,10.39,36.06,2,10.43,36.17,3,10.52,36.18,4,10.33,36.33
5,10.05,46.58,1,10.10,46.16,2,10.07,46.24,3,10.18,46.36,4,10.14,46.47
5,10.10,56.68,1,10.11,56.27,2,10.11,56.35,3,10.14,56.50,4,10.13,56.60
5,9.88,1:06.56,2,9.85,1:06.12,1,9.76,1:06.11,3,9.77,1:06.27,4,9.77,1:06.37
5,9.91,1:16.47,2,9.66,1:15.78,1,9.56,1:15.67,3,9.68,1:15.95,4,9.73,1:16.10
5,10.25,1:26.72,2,9.54,1:25.32,1,9.62,1:25.29,3,9.83,1:25.78,4,9.85,1:25.95
5,10.68,1:37.379,2,10.21,1:35.53,1,10.00,1:35.29,3,10.49,1:36.260,4,10.52,1:36.486
