Salvijus RAMANAUSKAS POSITION,Salvijus RAMANAUSKAS LAP TIME,Salvijus RAMANAUSKAS ELAPSED TIME,Dan IWASA POSITION,Dan IWASA LAP TIME,Dan IWASA ELAPSED TIME,Jason CLAGUE POSITION,Jason CLAGUE LAP TIME,Jason CLAGUE ELAPSED TIME,TREACY Farrell POSITION,TREACY Farrell LAP TIME,TREACY Farrell ELAPSED TIME,WILCZYK Szymon POSITION,WILCZYK Szymon LAP TIME,WILCZYK Szymon ELAPSED TIME,BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME
3,13.21,13.21,2,13.13,13.13,3,13.21,13.21,1,13.04,13.04,5,13.30,13.30,6,13.35,13.35
6,10.12,23.33,3,9.83,22.96,4,9.89,23.10,2,9.81,22.85,1,9.42,22.72,5,9.86,23.21
6,9.51,32.84,3,9.47,32.43,4,9.47,32.57,2,9.42,32.27,1,9.43,32.15,5,9.50,32.71
6,9.13,41.97,3,9.05,41.48,4,9.07,41.64,2,9.11,41.38,1,9.12,41.27,5,9.08,41.79
6,9.17,51.14,3,9.17,50.65,4,9.24,50.88,1,9.08,50.46,2,9.28,50.55,5,9.10,50.89
6,9.34,1:00.48,2,9.01,59.66,5,9.41,1:00.29,1,9.09,59.55,3,9.41,59.96,4,9.10,59.99
6,9.53,1:10.01,2,9.08,1:08.74,4,9.42,1:09.71,1,9.09,1:08.64,5,9.76,1:09.72,3,9.32,1:09.31
5,9.72,1:19.73,1,9.07,1:17.81,4,9.88,1:19.59,2,9.19,1:17.83,6,10.25,1:19.97,3,9.46,1:18.77
5,9.95,1:29.662,1,9.32,1:27.105,4,10.00,1:29.573,2,9.40,1:27.210,6,11.42,1:31.360,3,9.88,1:28.634
