Katia ZINI POSITION,Katia ZINI LAP TIME,Katia ZINI ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Polona PEUNIK POSITION,Polona PEUNIK LAP TIME,Polona PEUNIK ELAPSED TIME
3,14.938,14.938,4,15.274,15.274,2,14.836,14.836,1,14.670,14.670
3,10.814,25.752,4,10.682,25.956,2,10.814,25.650,1,10.810,25.480
3,10.789,36.540,4,10.835,36.790,2,10.785,36.434,1,10.850,36.329
2,10.868,47.408,4,10.737,47.527,3,10.989,47.422,1,10.882,47.211
1,10.095,57.502,3,10.185,57.712,2,10.122,57.544,4,10.731,57.942
2,10.200,1:07.702,1,9.673,1:07.385,3,10.280,1:07.824,4,10.673,1:08.614
2,10.012,1:17.713,1,10.141,1:17.525,3,10.024,1:17.848,4,11.014,1:19.627
2,10.083,1:27.796,1,10.000,1:27.525,3,10.334,1:28.181,4,11.487,1:31.113
2,10.27,1:38.057,1,10.43,1:37.950,3,10.83,1:39.008,4,11.96,1:43.071
