Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME,PARK In Wook POSITION,PARK In Wook LAP TIME,PARK In Wook ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME
2,6.71,6.71,1,6.49,6.49,3,6.80,6.80,4,6.95,6.95,5,6.98,
2,8.51,15.22,1,8.49,14.98,3,8.52,15.32,5,8.65,15.60,4,8.51,
2,8.03,23.25,1,8.11,23.09,3,8.08,23.40,5,8.04,23.64,4,8.06,
2,8.20,31.45,1,8.27,31.36,5,21.41,44.81,3,8.13,31.77,4,8.32,
2,8.44,39.89,1,8.46,39.82,5,19.01,1:03.82,4,22.20,53.97,3,8.74,
