WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,DANNEEL Alexandra POSITION,DANNEEL Alexandra LAP TIME,DANNEEL Alexandra ELAPSED TIME,IZAFATAVA Hanna POSITION,IZAFATAVA Hanna LAP TIME,IZAFATAVA Hanna ELAPSED TIME,ARUN Shreya POSITION,ARUN Shreya LAP TIME,ARUN Shreya ELAPSED TIME
2,7.72,7.72,1,7.47,7.47,3,7.82,7.82,4,8.04,8.04
3,10.01,17.73,1,9.75,17.22,2,9.83,17.65,4,9.73,17.77
2,9.29,27.02,1,9.39,26.61,3,9.53,27.18,4,9.84,27.61
2,9.32,36.34,1,9.52,36.13,3,9.51,36.69,4,9.80,37.41
0,9.67,46.01,0,9.89,46.02,3,9.95,46.642,4,10.00,47.410
