Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,de Vin WONG POSITION,de Vin WONG LAP TIME,de Vin WONG ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
1,13.91,13.91,2,14.04,14.04,3,14.14,14.14,4,14.34,14.34,5,14.42,14.42
1,11.71,25.62,2,11.73,25.77,3,11.78,25.92,5,11.67,26.01,4,11.56,25.98
2,10.10,35.72,3,9.96,35.73,5,10.47,36.39,4,10.07,36.08,1,9.65,35.63
3,9.51,45.23,2,9.37,45.10,5,9.69,46.08,4,9.28,45.36,1,9.33,44.96
3,9.55,54.78,2,9.58,54.68,5,10.01,56.09,4,9.50,54.86,1,9.61,54.57
3,9.59,1:04.37,2,9.58,1:04.26,5,10.31,1:06.40,4,9.65,1:04.51,1,9.57,1:04.14
3,9.23,1:13.60,2,9.22,1:13.48,5,10.96,1:17.36,4,9.19,1:13.70,1,9.27,1:13.41
3,9.15,1:22.75,2,9.12,1:22.60,5,11.39,1:28.75,4,9.16,1:22.86,1,8.93,1:22.34
3,9.07,1:31.82,2,9.07,1:31.67,5,11.80,1:40.55,4,9.05,1:31.91,1,8.98,1:31.32
