Filip BLEKIC POSITION,Filip BLEKIC LAP TIME,Filip BLEKIC ELAPSED TIME,Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Gerard WILLIAMS POSITION,Gerard WILLIAMS LAP TIME,Gerard WILLIAMS ELAPSED TIME,SHIN Woo-Chul POSITION,SHIN Woo-Chul LAP TIME,SHIN Woo-Chul ELAPSED TIME
0,7.530,7.530,0,6.834,6.834,0,7.042,7.042,0,7.797,7.797,0,7.482,7.482
0,10.651,18.181,0,9.391,16.225,0,9.436,16.478,0,9.898,17.695,0,9.145,16.627
0,10.659,28.839,0,9.048,25.274,0,9.009,25.487,0,10.154,27.849,0,8.945,25.572
0,10.811,39.650,0,9.172,34.446,0,8.158,33.645,0,9.394,37.244,0,8.881,34.452
0,,,0,,,0,,,0,,,0,,
