Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,LEE June Seo POSITION,LEE June Seo LAP TIME,LEE June Seo ELAPSED TIME,SIGHEL Pietro POSITION,SIGHEL Pietro LAP TIME,SIGHEL Pietro ELAPSED TIME
2,6.79,6.79,1,6.61,6.61,4,6.85,,3,6.84,6.84,5,7.02,
4,9.10,15.89,1,8.86,15.47,2,8.94,,5,9.27,16.11,3,8.84,
3,8.29,24.18,1,8.39,23.86,2,8.24,,5,8.24,24.35,4,8.39,
3,8.29,32.47,1,8.47,32.33,2,8.34,,5,8.33,32.68,4,8.30,
4,21.43,53.90,1,8.58,40.91,2,8.80,,3,8.59,41.27,5,22.77,
