Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,Paula BZURA POSITION,Paula BZURA LAP TIME,Paula BZURA ELAPSED TIME
1,7.56,7.56,2,7.72,7.72,3,7.85,7.85,4,8.04,8.04
1,9.49,17.05,2,9.44,17.16,3,9.57,17.42,4,9.61,17.65
1,9.32,26.37,2,9.30,26.46,3,9.30,26.72,4,9.30,26.95
1,9.31,35.68,2,9.32,35.78,3,9.24,35.96,4,9.13,36.08
1,9.56,45.232,2,9.53,45.309,4,9.60,45.555,3,9.38,45.458
