Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Mikhail RAJINE POSITION,Mikhail RAJINE LAP TIME,Mikhail RAJINE ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME
2,14.632,14.632,4,14.853,14.853,1,14.625,14.625,3,14.835,14.835
1,11.512,26.143,4,11.499,26.351,2,11.646,26.270,3,11.498,26.332
4,11.303,37.445,2,10.780,37.130,1,10.708,36.978,3,10.986,37.318
3,9.789,47.234,4,10.226,47.356,2,10.141,47.118,1,9.505,46.822
4,9.522,56.756,3,9.025,56.380,2,9.210,56.328,1,9.478,56.300
4,9.128,1:05.884,3,9.330,1:05.710,2,9.382,1:05.709,1,9.239,1:05.538
3,9.176,1:15.059,4,9.748,1:15.457,2,9.224,1:14.932,1,9.187,1:14.725
3,9.377,1:24.436,4,10.112,1:25.569,2,9.463,1:24.395,1,9.330,1:24.054
2,9.93,1:34.360,4,10.19,1:35.757,3,10.09,1:34.483,1,10.27,1:34.321
