Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME
1,12.82,12.82,2,12.94,12.94,3,13.02,13.02,4,13.19,13.19
1,9.52,22.34,2,9.45,22.39,3,9.51,22.53,4,9.47,22.66
1,9.14,31.48,2,9.19,31.58,3,9.14,31.67,4,9.10,31.76
1,9.02,40.50,2,9.04,40.62,3,9.04,40.71,4,9.05,40.81
1,8.88,49.38,2,8.87,49.49,3,8.84,49.55,4,8.91,49.72
1,8.80,58.18,2,8.77,58.26,3,8.78,58.33,4,8.76,58.48
1,8.84,1:07.02,2,8.86,1:07.12,3,8.79,1:07.12,4,8.84,1:07.32
1,8.91,1:15.93,2,8.92,1:16.04,3,9.03,1:16.15,4,9.01,1:16.33
1,9.06,1:24.982,2,9.00,1:25.035,3,8.89,1:25.041,4,8.95,1:25.278
