DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,Felix SPIEGL POSITION,Felix SPIEGL LAP TIME,Felix SPIEGL ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME
1,13.85,13.85,2,13.97,13.97,4,14.23,14.23,3,14.14,14.14
1,10.82,24.67,2,10.80,24.77,4,10.74,24.97,3,10.75,24.89
1,10.41,35.08,2,10.40,35.17,4,10.41,35.38,3,10.38,35.27
1,9.88,44.96,2,9.93,45.10,4,9.90,45.28,3,9.90,45.17
1,9.32,54.28,2,9.29,54.39,3,9.51,54.79,4,32.00,1:17.17
1,9.46,1:03.74,2,9.48,1:03.87,3,9.67,1:04.46,4,20.83,1:38.00
1,9.54,1:13.28,2,9.49,1:13.36,3,9.92,1:14.38,4,14.56,1:52.56
1,9.53,1:22.81,2,9.56,1:22.92,3,10.12,1:24.50,4,12.51,2:05.07
1,9.80,1:32.608,2,9.87,1:32.787,3,10.33,1:34.829,4,12.13,2:17.198
