CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME,Mariya IZAFATAVA POSITION,Mariya IZAFATAVA LAP TIME,Mariya IZAFATAVA ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,ASCIC Valentina POSITION,ASCIC Valentina LAP TIME,ASCIC Valentina ELAPSED TIME,LI Jinyu POSITION,LI Jinyu LAP TIME,LI Jinyu ELAPSED TIME
2,14.59,14.59,4,14.82,14.82,1,14.43,14.43,5,14.88,14.88,3,14.71,14.71
3,11.59,26.18,4,11.52,26.34,1,11.65,26.08,5,11.57,26.45,2,11.46,26.17
1,10.71,36.89,4,10.81,37.15,3,11.01,37.09,5,10.78,37.23,2,10.82,36.99
1,10.78,47.67,3,10.74,47.89,4,10.84,47.93,5,10.87,48.10,2,10.82,47.81
1,10.49,58.16,4,10.60,58.49,3,10.45,58.38,5,10.48,58.58,2,10.46,58.27
1,10.04,1:08.20,4,10.03,1:08.52,3,10.07,1:08.45,5,10.08,1:08.66,2,10.08,1:08.35
1,9.67,1:17.87,4,9.87,1:18.39,3,9.71,1:18.16,5,9.90,1:18.56,2,9.63,1:17.98
1,9.44,1:27.31,4,9.71,1:28.10,3,9.48,1:27.64,5,9.76,1:28.32,2,9.45,1:27.43
1,9.47,1:36.78,4,9.82,1:37.92,3,9.52,1:37.16,5,9.80,1:38.12,2,9.46,1:36.89
