Denali BLUNDEN POSITION,Denali BLUNDEN LAP TIME,Denali BLUNDEN ELAPSED TIME,MOODY Jonathan POSITION,MOODY Jonathan LAP TIME,MOODY Jonathan ELAPSED TIME,CHANG Yin-Cheng POSITION,CHANG Yin-Cheng LAP TIME,CHANG Yin-Cheng ELAPSED TIME,Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME,Alex NIETO-GUARASA POSITION,Alex NIETO-GUARASA LAP TIME,Alex NIETO-GUARASA ELAPSED TIME
4,7.81,7.81,1,7.28,7.28,2,7.37,7.37,3,7.72,7.72,5,8.32,8.32
4,9.76,17.57,1,9.37,16.65,2,9.56,16.93,3,9.80,17.52,5,10.75,19.07
3,9.24,26.81,1,8.96,25.61,2,9.20,26.13,4,9.69,27.21,5,10.70,29.77
3,9.25,36.06,1,9.09,34.70,2,9.45,35.58,4,9.69,36.90,5,11.13,40.90
3,,45.327,1,9.25,43.939,2,,45.315,4,9.84,46.723,5,10.85,51.740
