Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME,Leon BLOEMHOF POSITION,Leon BLOEMHOF LAP TIME,Leon BLOEMHOF ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME
1,6.97,6.97,2,7.09,7.09,4,7.31,7.31,3,7.25,7.25
1,8.90,15.87,2,8.91,16.00,4,9.00,16.31,3,9.05,16.30
1,8.57,24.44,2,8.57,24.57,3,8.69,25.00,4,8.85,25.15
1,8.58,33.02,2,8.57,33.14,3,8.65,33.65,4,8.71,33.86
1,9.00,42.02,4,30.94,1:04.086,2,8.91,42.56,3,8.79,42.650
