Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME,Max BACKSTROM POSITION,Max BACKSTROM LAP TIME,Max BACKSTROM ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME
1,6.93,6.93,3,7.27,7.27,4,7.58,7.58,2,7.06,7.06
1,9.09,16.02,3,9.19,16.46,4,9.46,17.04,2,9.06,16.12
2,8.98,25.00,3,8.82,25.28,4,9.22,26.26,1,8.71,24.83
2,8.87,33.87,3,9.00,34.28,4,9.46,35.72,1,8.83,33.66
2,9.20,43.067,3,9.18,43.452,4,9.62,45.335,1,9.11,42.763
